analyte,setup_id,method,n_components,requested_n_components,score_trend_degree,score_trend_degree_effective,smooth_window,smooth_polyorder,grid_points,scope,technique,sweep,electrode,n_concentrations,n_voltages,cumulative_explained_variance_ratio,avg_abs_pc_pearson,avg_abs_pc_spearman,avg_pc_trend_r2,pc_pearson_r,pc_spearman_r,pc_trend_r2,pc_explained_variance_ratio,rmse_uA,mae_uA,max_abs_residual_uA,normalized_rmse,r2,condition_codes,concentration_values_uM,per_condition_rmse_uA,per_condition_mae_uA,per_condition_r2
AA,42,pcr,2,2,3,3,31,2,250,electrode,cv_normal,cathodic,E3,4,250,0.996809514856,0.554604565214,0.6,1,0.993198957463;0.116010172965,1;-0.2,1;1,0.961438434552;0.0353710803047,0.0159988657121,0.00940801157801,0.0947967907913,0.00285810447255,0.999421331194,101;102;103;104,0;100;200;400,0.00195743371921;0.0187275308574;0.0246436582653;0.00787356112714,0.00138457166376;0.0132467364299;0.0174314514923;0.00556928672607,0.999990959631;0.998734188018;0.998226046485;0.999883751936
AA,42,pcr,2,2,3,3,31,2,250,electrode,cv_normal,cathodic,E5,4,250,0.996931581345,0.529313081517,0.6,1,0.998147959518;0.0604782035154,1;-0.2,1;1,0.979560941375;0.0173706399697,0.0176963967335,0.0101577570915,0.101112190063,0.00315166248325,0.999325602292,101;102;103;104,0;100;200;400,0.00135296208325;0.0200466469748;0.0277074570957;0.00901377220416,0.000945826700644;0.0140141798517;0.0193696874824;0.00630133433138,0.999995216512;0.998558612996;0.997869677732;0.999861262582
AA,42,pcr,2,2,3,3,31,2,250,electrode,cv_normal,cathodic,E7,4,250,0.996351986019,0.523526822306,0.6,1,0.998790220428;0.0482634241844,1;-0.2,1;1,0.976226805424;0.0201251805956,0.0198191716162,0.0111522341002,0.118311917071,0.00336817198574,0.999221333862,101;102;103;104,0;100;200;400,0.00191710947334;0.0233421362209;0.0306267260943;0.00920169934675,0.00131392340635;0.015997927902;0.020990544794;0.00630654029831,0.999991568218;0.998228131116;0.99757778874;0.999864312386
AA,42,pcr,2,2,3,3,31,2,250,mean,cv_gc,anodic,mean,4,250,0.999772210652,0.512659620394,0.7,1,0.99966088678;0.0256583540082,1;0.4,1;1,0.998855262329;0.000916948322696,0.00760618295303,0.0041700952427,0.0468468381542,0.00128746324347,0.999932676269,101;102;103;104,0;100;200;400,0.00699472709357;0.0125988940424;0.00480887128808;0.000795295660793,0.00463035534367;0.00834019048539;0.0031833669231;0.000526468218629,0.999894039944;0.999685249574;0.999961967077;0.999999493992
AA,42,pcr,2,2,3,3,31,2,250,mean,cv_gc,cathodic,mean,4,250,0.999885834207,0.515055343927,0.7,1,0.999495812211;0.030614875643,1;0.4,1;1,0.99797455052;0.0019112836867,0.00307334585997,0.00205839524706,0.0183674233071,0.000515917706163,0.999981996918,101;102;103;104,0;100;200;400,0.00279807776902;0.00509540325952;0.00197042710219;0.000326898388308,0.00226068465529;0.00411679049411;0.00159199088875;0.00026411495008,0.99997869072;0.999934044588;0.999990999347;0.999999848367
AA,42,pcr,2,2,3,3,31,2,250,mean,cv_normal,anodic,mean,4,250,0.999015408616,0.521415766712,0.7,1,0.99798943744;0.0448420959834,1;0.4,1;1,0.981959195894;0.0170562127219,0.0143036734708,0.00754331515377,0.11368972683,0.00266325325475,0.999717600201,101;102;103;104,0;100;200;400,0.00596209656644;0.0212258881092;0.018019477574;0.00275568603119,0.00375071070102;0.0133530486772;0.0113359196065;0.00173358163033,0.999927492328;0.998874095673;0.999323306062;0.999992588453
AA,42,pcr,2,2,3,3,31,2,250,mean,cv_normal,cathodic,mean,4,250,0.996043886723,0.54004941222,0.6,1,0.996308463946;0.0837903604946,1;-0.2,1;1,0.972907834594;0.0231360521296,0.0187846949453,0.0104476897272,0.107694550606,0.00342504864906,0.999197820451,101;102;103;104,0;100;200;400,0.000169897113359;0.0208348460097;0.029874983589;0.00921003469263,0.000118158720183;0.0144900563114;0.0207772207342;0.00640532314299,0.999999925132;0.998383120821;0.997400643109;0.999844814791
AA,43,pcr,3,3,1,1,31,2,250,electrode,cv_gc,anodic,E1,4,250,1,0.341670610349,0.466666666667,0.333333333333,0.99984125792;0.0120021544737;0.0131684186542,1;0.4;0,0.999682541038;0.000144051712009;0.000173407249853,0.998999555815;0.000779672754497;0.000220771430443,0.0219557733437,0.0124959630613,0.136140406368,0.00392345383195,0.999502116404,101;102;103;104,0;100;200;400,0.0203031223283;0.019157636793;0.0301064311718;0.0155754586066,0.0114346254155;0.0109471602588;0.0183129389169;0.00928912765402,0.998889168347;0.999161039282;0.998574889011;0.999843704673
AA,43,pcr,3,3,1,1,31,2,250,electrode,cv_gc,anodic,E3,4,250,1,0.347809533258,0.6,0.333333333333,0.999442144002;0.0133910000389;0.0305954557328,1;0.4;-0.4,0.998884599206;0.000179318882043;0.000936081911497,0.998132576487;0.00161122374677;0.000256199766473,0.0229000127239,0.014634761471,0.157427209887,0.00389360592175,0.999294555284,101;102;103;104,0;100;200;400,0.017665772395;0.0230180415533;0.0323101247458;0.014552952232,0.0115977911001;0.019068171673;0.0200531622726;0.0078199208383,0.999345676605;0.998941008951;0.998123528012;0.999790683774
AA,43,pcr,3,3,1,1,31,2,250,electrode,cv_gc,anodic,E5,4,250,1,0.351948165662,0.466666666667,0.333333333333,0.999197269042;0.0278973963209;0.0287498316222,1;-0.2;0.2,0.99839518246;0.000778264721484;0.000826552818305,0.99884511295;0.000943228116798;0.000211658933232,0.0259243747637,0.0185023561705,0.148718516967,0.00435069913946,0.999213731509,101;102;103;104,0;100;200;400,0.0259775455634;0.0208801129297;0.0347279295146;0.0192730835554,0.0205079765535;0.0161626933875;0.0229872116698;0.0143515430713,0.998587080488;0.999164728432;0.998017449658;0.999695837993
AA,43,pcr,3,3,1,1,31,2,250,electrode,cv_gc,anodic,E7,4,250,1,0.347191171354,0.466666666667,0.333333333333,0.999383036791;0.0342011073252;0.00798936994491,1;-0.2;0.2,0.998766454226;0.00116971574227;6.38300321165e-05,0.998850006874;0.000883937165605;0.00026605596025,0.0243360729171,0.0164979408773,0.140029168412,0.00392809201721,0.999347872426,101;102;103;104,0;100;200;400,0.0194448467007;0.0141217463198;0.0380639980813;0.018509026118,0.0156576450336;0.00947065928781;0.0271732767958;0.013690182392,0.999285488511;0.999651001902;0.997784399144;0.999731920519
