0.002	1.183e-6	-1.847e-7	1.437e-6	-2.257e-7	1.141e-6	-1.912e-7	1.118e-6	-1.836e-7
0.003	1.038e-6	-9.702e-8	1.298e-6	-3.254e-7	1.041e-6	-9.552e-8	9.972e-7	-8.810e-8
0.004	9.989e-7	-5.772e-8	1.231e-6	-3.124e-7	9.575e-7	-6.538e-8	9.435e-7	-5.264e-8
0.005	9.368e-7	-4.707e-8	1.183e-6	-2.482e-7	9.264e-7	-4.468e-8	9.095e-7	-4.123e-8
0.006	9.189e-7	-3.831e-8	1.147e-6	-1.791e-7	8.987e-7	-3.235e-8	8.631e-7	-2.828e-8
0.007	8.878e-7	-2.417e-8	1.116e-6	-2.065e-7	8.777e-7	-2.670e-8	8.466e-7	-2.159e-8
0.008	8.783e-7	-1.543e-8	1.091e-6	-2.554e-7	8.479e-7	-2.165e-8	8.382e-7	-2.261e-8
0.009	8.578e-7	-1.909e-8	1.084e-6	-2.597e-7	8.388e-7	-2.116e-8	8.074e-7	-1.793e-8
0.010	8.444e-7	-1.813e-8	1.054e-6	-2.318e-7	8.333e-7	-1.177e-8	8.072e-7	-5.671e-9
0.011	8.349e-7	-1.152e-8	1.051e-6	-1.759e-7	8.121e-7	-8.255e-9	7.898e-7	-6.587e-9
0.012	8.282e-7	-9.931e-9	1.040e-6	-1.668e-7	8.103e-7	-1.212e-8	7.800e-7	-5.795e-9
0.013	8.033e-7	-9.238e-9	1.025e-6	-1.693e-7	7.988e-7	-5.383e-9	7.871e-7	-8.197e-9
0.014	8.159e-7	-1.908e-9	1.006e-6	-3.676e-7	7.808e-7	-8.478e-9	7.668e-7	-3.616e-9
0.015	8.009e-7	-1.339e-9	1.008e-6	-3.888e-7	7.843e-7	-5.606e-9	7.561e-7	1.956e-9
0.016	8.058e-7	-5.524e-9	1.002e-6	-2.764e-7	7.821e-7	1.393e-10	7.550e-7	-1.363e-9
0.017	7.981e-7	1.583e-9	9.895e-7	-2.440e-7	7.677e-7	-2.906e-9	7.579e-7	-3.393e-9
0.018	7.890e-7	-4.484e-9	9.821e-7	-2.128e-7	7.635e-7	-4.303e-10	7.513e-7	-2.502e-9
0.019	7.875e-7	1.558e-9	9.857e-7	-1.770e-7	7.654e-7	-3.228e-9	7.405e-7	-2.972e-9
0.020	7.731e-7	4.687e-10	9.663e-7	-1.413e-7	7.630e-7	3.621e-10	7.454e-7	-2.625e-9
0.021	7.626e-7	5.925e-10	9.507e-7	-1.097e-7	7.549e-7	1.031e-9	7.421e-7	-5.206e-10
0.022	7.534e-7	3.019e-9	9.636e-7	-7.857e-8	7.620e-7	2.863e-9	7.315e-7	-9.911e-10
0.023	7.717e-7	-2.008e-9	9.659e-7	-5.396e-8	7.487e-7	1.080e-9	7.223e-7	5.893e-9
0.024	7.627e-7	1.176e-8	9.497e-7	-3.558e-8	7.510e-7	-5.209e-9	7.267e-7	1.386e-9
0.025	7.581e-7	-1.413e-9	9.533e-7	-2.432e-8	7.526e-7	4.943e-9	7.175e-7	3.417e-9
0.026	7.661e-7	5.817e-9	9.559e-7	-1.602e-8	7.378e-7	-2.263e-9	7.281e-7	4.234e-9
0.027	7.528e-7	7.724e-9	9.436e-7	-1.204e-8	7.459e-7	-2.065e-9	7.207e-7	5.076e-9
0.028	7.554e-7	3.391e-9	9.453e-7	-1.191e-8	7.362e-7	2.516e-9	7.228e-7	2.599e-9
0.029	7.566e-7	-7.694e-10	9.472e-7	7.280e-11	7.370e-7	6.676e-9	7.189e-7	3.070e-9
0.030	7.473e-7	5.991e-9	9.446e-7	-6.167e-9	7.401e-7	4.522e-9	7.330e-7	5.843e-9
0.031	7.634e-7	6.387e-9	9.478e-7	-7.752e-9	7.355e-7	-1.421e-9	7.159e-7	6.809e-9
0.032	7.561e-7	4.629e-9	9.442e-7	-2.106e-9	7.354e-7	2.640e-9	7.236e-7	7.502e-9
0.033	7.495e-7	2.450e-9	9.363e-7	-1.023e-8	7.394e-7	4.473e-9	7.164e-7	1.025e-8
0.034	7.483e-7	6.668e-10	9.382e-7	-5.746e-9	7.337e-7	8.336e-9	7.190e-7	9.062e-9
0.035	7.391e-7	3.193e-9	9.341e-7	-5.102e-9	7.441e-7	-2.535e-9	7.139e-7	7.428e-9
0.036	7.585e-7	9.532e-9	9.509e-7	5.928e-10	7.228e-7	4.859e-10	7.176e-7	3.837e-9
0.037	7.438e-7	7.526e-9	9.379e-7	6.919e-10	7.413e-7	4.200e-9	7.176e-7	8.839e-9
0.038	7.426e-7	7.248e-11	9.396e-7	-5.424e-9	7.380e-7	5.017e-9	7.184e-7	8.344e-9
0.039	7.304e-7	1.047e-8	9.392e-7	-9.584e-9	7.490e-7	-1.331e-10	7.082e-7	6.413e-9
0.040	7.344e-7	3.292e-9	9.343e-7	-3.691e-9	7.377e-7	4.795e-9	7.183e-7	9.607e-9
0.041	7.412e-7	4.629e-9	9.427e-7	-5.722e-9	7.327e-7	6.429e-9	7.106e-7	5.893e-9
0.042	7.478e-7	5.991e-9	9.430e-7	-7.059e-9	7.283e-7	2.195e-9	7.086e-7	6.338e-9
0.043	7.394e-7	4.356e-9	9.335e-7	-5.845e-9	7.326e-7	4.968e-9	7.205e-7	6.660e-9
0.044	7.355e-7	4.678e-9	9.361e-7	-1.194e-8	7.371e-7	3.061e-9	7.229e-7	1.179e-8
0.045	7.433e-7	1.250e-8	9.314e-7	-5.548e-9	7.322e-7	-1.916e-9	7.175e-7	8.196e-9
0.046	7.342e-7	2.871e-9	9.441e-7	2.450e-9	7.494e-7	3.631e-9	7.195e-7	1.138e-9
0.047	7.350e-7	5.182e-10	9.523e-7	-4.384e-9	7.394e-7	3.621e-10	7.131e-7	1.372e-8
0.048	7.290e-7	4.084e-9	9.307e-7	-4.087e-9	7.391e-7	-8.512e-10	7.173e-7	2.698e-9
0.049	7.398e-7	1.270e-8	9.388e-7	-7.950e-9	7.364e-7	-2.386e-9	7.206e-7	8.418e-9
0.050	7.522e-7	6.610e-9	9.503e-7	-2.032e-9	7.222e-7	3.111e-9	7.064e-7	3.119e-9
0.051	7.463e-7	9.482e-9	9.273e-7	-3.840e-9	7.246e-7	-3.377e-9	7.186e-7	2.717e-10
0.052	7.409e-7	8.318e-9	9.362e-7	-9.362e-9	7.337e-7	-3.847e-9	7.160e-7	9.458e-9
0.053	7.340e-7	8.244e-9	9.424e-7	-1.122e-8	7.329e-7	-2.569e-10	7.015e-7	9.310e-9
0.054	7.393e-7	-2.494e-10	9.312e-7	-1.206e-8	7.341e-7	2.195e-9	7.220e-7	1.280e-8
0.055	7.424e-7	7.452e-9	9.409e-7	-1.339e-9	7.307e-7	-3.847e-9	7.079e-7	2.550e-9
0.056	7.334e-7	4.233e-9	9.256e-7	-5.573e-9	7.294e-7	-1.099e-9	7.171e-7	5.274e-9
0.057	7.221e-7	1.831e-9	9.452e-7	-1.685e-9	7.343e-7	-3.312e-10	7.089e-7	8.542e-9
0.058	7.204e-7	4.406e-9	9.394e-7	-7.282e-9	7.342e-7	6.875e-9	7.150e-7	5.348e-9
0.059	7.350e-7	4.059e-9	9.412e-7	-4.038e-9	7.304e-7	6.132e-9	7.130e-7	6.413e-9
0.060	7.416e-7	2.202e-9	9.397e-7	2.821e-9	7.293e-7	3.433e-9	7.074e-7	3.293e-9
0.061	7.307e-7	1.035e-8	9.399e-7	-1.561e-9	7.373e-7	-9.007e-10	7.161e-7	-3.968e-10
0.062	7.354e-7	5.941e-9	9.382e-7	-2.676e-9	7.280e-7	2.591e-9	7.123e-7	3.045e-9
0.063	7.283e-7	5.545e-9	9.329e-7	-1.486e-12	7.348e-7	5.116e-9	7.160e-7	5.917e-9
0.064	7.339e-7	5.966e-9	9.380e-7	-2.032e-9	7.391e-7	1.130e-9	7.204e-7	9.260e-9
0.065	7.354e-7	8.467e-9	9.321e-7	2.797e-9	7.177e-7	8.261e-9	7.254e-7	1.510e-9
0.066	7.421e-7	1.344e-8	9.463e-7	-3.171e-9	7.388e-7	-9.998e-10	7.067e-7	8.196e-9
0.067	7.354e-7	6.709e-9	9.267e-7	7.477e-9	7.355e-7	5.166e-9	7.275e-7	7.676e-9
0.068	7.303e-7	1.831e-9	9.340e-7	-3.493e-9	7.269e-7	5.785e-9	7.168e-7	8.295e-9
0.069	7.359e-7	4.901e-9	9.482e-7	-2.800e-9	7.348e-7	8.360e-9	7.151e-7	7.998e-9
0.070	7.473e-7	1.094e-8	9.468e-7	2.524e-9	7.316e-7	6.503e-9	7.144e-7	9.260e-9
0.071	7.420e-7	1.154e-8	9.547e-7	-1.636e-9	7.423e-7	7.617e-9	7.127e-7	8.121e-9
0.072	7.299e-7	6.882e-9	9.535e-7	3.267e-9	7.301e-7	7.642e-9	7.213e-7	3.516e-9
0.073	7.419e-7	9.482e-9	9.458e-7	-1.041e-9	7.513e-7	4.151e-9	7.187e-7	9.855e-9
0.074	7.403e-7	3.663e-9	9.550e-7	1.471e-10	7.481e-7	8.236e-9	7.194e-7	1.317e-8
0.075	7.434e-7	9.433e-9	9.456e-7	8.404e-10	7.488e-7	3.185e-9	7.348e-7	5.175e-9
0.076	7.343e-7	5.248e-9	9.396e-7	5.941e-9	7.500e-7	5.909e-9	7.419e-7	4.698e-10
0.077	7.487e-7	6.511e-9	9.657e-7	4.703e-9	7.540e-7	7.716e-9	7.233e-7	7.824e-9
0.078	7.419e-7	4.034e-9	9.715e-7	-2.491e-10	7.424e-7	7.345e-9	7.196e-7	1.354e-8
0.079	7.388e-7	5.941e-9	9.719e-7	4.431e-9	7.555e-7	8.534e-9	7.372e-7	7.700e-9
0.080	7.521e-7	8.343e-9	9.723e-7	-6.811e-9	7.392e-7	7.840e-9	7.486e-7	1.258e-8
0.081	7.513e-7	6.288e-9	9.811e-7	2.772e-9	7.528e-7	2.814e-9	7.322e-7	8.468e-9
0.082	7.488e-7	5.619e-9	9.805e-7	-5.523e-9	7.497e-7	9.054e-9	7.358e-7	2.112e-8
0.083	7.435e-7	4.530e-9	9.968e-7	-2.354e-9	7.680e-7	7.196e-9	7.302e-7	1.159e-8
0.084	7.552e-7	4.753e-9	9.848e-7	3.143e-9	7.508e-7	8.756e-9	7.362e-7	1.045e-8
0.085	7.583e-7	4.109e-9	9.832e-7	-6.712e-9	7.537e-7	8.657e-9	7.409e-7	1.389e-8
0.086	7.545e-7	3.316e-9	9.957e-7	3.837e-9	7.507e-7	9.128e-9	7.394e-7	5.199e-9
0.087	7.538e-7	9.457e-9	9.888e-7	2.054e-9	7.527e-7	6.924e-9	7.464e-7	8.938e-9
0.088	7.534e-7	7.823e-9	9.970e-7	-2.478e-9	7.607e-7	7.345e-9	7.604e-7	8.889e-9
0.089	7.659e-7	1.015e-8	9.689e-7	-3.047e-9	7.633e-7	5.339e-9	7.457e-7	7.081e-9
0.090	7.604e-7	3.812e-9	9.756e-7	8.652e-10	7.562e-7	9.995e-9	7.462e-7	5.521e-9
0.091	7.484e-7	1.040e-8	9.822e-7	-3.295e-9	7.754e-7	3.457e-9	7.534e-7	8.765e-9
0.092	7.572e-7	5.372e-9	9.708e-7	-8.186e-10	7.715e-7	4.299e-9	7.583e-7	1.285e-8
0.093	7.636e-7	4.233e-9	9.722e-7	2.896e-9	7.629e-7	8.682e-9	7.521e-7	9.731e-9
0.094	7.574e-7	8.838e-9	9.680e-7	-3.047e-9	7.787e-7	5.537e-9	7.520e-7	1.250e-8
0.095	7.715e-7	6.387e-9	9.769e-7	-2.725e-9	7.761e-7	8.806e-9	7.565e-7	7.799e-9
0.096	7.788e-7	9.928e-9	9.830e-7	-3.567e-9	7.670e-7	9.673e-9	7.477e-7	1.332e-8
0.097	7.652e-7	7.773e-9	9.849e-7	4.282e-9	7.652e-7	5.017e-9	7.563e-7	5.620e-9
0.098	7.722e-7	6.486e-9	9.849e-7	-3.988e-9	7.697e-7	7.271e-9	7.587e-7	1.297e-8
0.099	7.682e-7	8.516e-9	9.929e-7	4.195e-10	7.725e-7	7.964e-9	7.685e-7	1.198e-8
0.100	7.738e-7	1.047e-8	9.915e-7	-6.489e-9	7.784e-7	5.884e-9	7.620e-7	1.114e-8
