day,condition,condition_code,dopamine_uM,ascorbic_acid_uM,uric_acid_uM,technique,sweep,n_points,rmse_uA,mae_uA,max_abs_residual_uA,normalized_rmse,r2,superposition_mode,baseline_source,linear_correction,gaussian_correction,linear_edge_fraction,linear_left_range_v,linear_right_range_v,gaussian_fit_start_v,gaussian_center_v,gaussian_sigma_v,gaussian_fit_mode
2,4,204,0,400,100,cv_normal,cathodic,1000,0.383941003856,0.283678955769,0.945232874626,0.316386608571,-0.472561464175,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,4,204,0,400,100,cv_gc,anodic,1001,0.968335236272,0.587109947861,6.88574693588,0.277635649742,-0.459917771696,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,4,204,0,400,100,cv_gc,cathodic,1000,0.705352267298,0.337192037516,5.89479082017,0.503637796185,-2.66925828954,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,5,205,5,0,100,cv_normal,anodic,1001,0.126738239853,0.0881780301495,0.458010300292,0.170776448788,0.630412015589,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,5,205,5,0,100,cv_normal,cathodic,1000,0.137521832768,0.103588001764,0.582706079328,0.382269443161,-1.16100616537,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,5,205,5,0,100,cv_gc,anodic,1001,0.676744771482,0.220132080474,5.54671847184,0.623740391362,-3.85493036223,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,5,205,5,0,100,cv_gc,cathodic,1000,0.573423734832,0.172624795258,4.72015356946,1.08949660103,-14.6276424875,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,6,206,5,100,100,cv_normal,anodic,1001,0.223652743088,0.173754642467,0.563632923647,0.187385658182,0.499217823072,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,6,206,5,100,100,cv_normal,cathodic,1000,0.179767975977,0.133388825484,0.655312954669,0.350348250418,-0.831895543101,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,6,206,5,100,100,cv_gc,anodic,1001,0.689952632698,0.26603535764,5.534425086,0.481616313672,-2.4467201262,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,6,206,5,100,100,cv_gc,cathodic,1000,0.575853301656,0.195516475606,4.68888387015,0.760594243375,-7.75873013137,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,7,207,5,200,100,cv_normal,anodic,1001,0.399022142993,0.308803595026,1.08147950576,0.199875817529,0.29402996396,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,7,207,5,200,100,cv_normal,cathodic,1000,0.224597117997,0.169394655474,0.758708542651,0.315936835374,-0.601879620671,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,7,207,5,200,100,cv_gc,anodic,1001,0.698462661959,0.308474111211,5.42922560389,0.398596610895,-1.80137444869,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,7,207,5,200,100,cv_gc,cathodic,1000,0.567014845023,0.20838395062,4.58936399437,0.666356057175,-5.98663565336,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,8,208,5,400,100,cv_normal,anodic,1001,0.772755632712,0.582113192979,1.87184901012,0.235386872966,-0.0731251839462,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,8,208,5,400,100,cv_normal,cathodic,1000,0.343228762985,0.250385838607,0.806740438446,0.33644903795,-0.804278254126,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,8,208,5,400,100,cv_gc,anodic,1001,0.881973679788,0.52621954227,5.40290021072,0.288314590636,-0.615786428751,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,8,208,5,400,100,cv_gc,cathodic,1000,0.584113604678,0.270673939062,4.48823506901,0.494838874755,-2.89233149313,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,9,209,10,0,100,cv_normal,anodic,1001,0.105345683531,0.0669130674899,0.479395128927,0.157383925762,0.749533572944,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,9,209,10,0,100,cv_normal,cathodic,1000,0.142391000168,0.108387774515,0.525160871531,0.403381002889,-1.19475776093,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,9,209,10,0,100,cv_gc,anodic,1001,1.75592801241,0.382564514828,15.3536692703,1.69319592057,-30.7711605751,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,9,209,10,0,100,cv_gc,cathodic,1000,1.49843298933,0.350094107685,13.0428266923,2.51965203947,-86.8818122457,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,10,210,10,100,100,cv_normal,anodic,1001,0.158238878746,0.111506941332,0.551938597616,0.14520803973,0.69222295448,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,10,210,10,100,100,cv_normal,cathodic,1000,0.173138247607,0.127524339242,0.580440650972,0.353051505735,-1.01746199329,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,10,210,10,100,100,cv_gc,anodic,1001,1.74472961143,0.421733692697,15.2709570211,1.3542510301,-27.6022460344,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
