technique,sweep,held_out_ua,day,condition,da_uM,aa_uM,ua_uM,baseline_rmse_global,baseline_r2_global,baseline_rmse_AA,baseline_r2_AA,baseline_rmse_DA,baseline_r2_DA,baseline_rmse_UA,baseline_r2_UA,corrected_rmse_global,corrected_r2_global,corrected_rmse_AA,corrected_r2_AA,corrected_rmse_DA,corrected_r2_DA,corrected_rmse_UA,corrected_r2_UA
cv_normal,anodic,400,4,23,100,200,400,0.9958907157,-3.238281625,0.2864568933,-17800.75346,0.3948030413,-903.2045957,0.7186653023,-459.0750609,0.3792632773,0.3853214881,0.08522976701,-1574.893374,0.32164817,-599.16118,0.3782821118,-126.4696952
cv_normal,anodic,400,4,24,100,400,400,1.072454557,-2.894382228,0.3063359521,-329.0688866,0.3875106141,-126.8597035,0.9758814165,-8746.690528,0.4548032374,0.2996294564,0.09453794036,-30.43553979,0.3304329491,-91.96793427,0.5927957525,-3226.821283
cv_normal,cathodic,0,1,6,5,100,0,1.050425862,-3.838277525,0.1697592955,-44.7956665,0.04902709212,-1.773954605,0.2021346043,-113.5979942,0.266526908,0.6885114502,0.096160205,-13.69427003,0.1043753065,-11.57252786,0.05576934378,-7.723419293
cv_normal,cathodic,0,1,7,5,200,0,1.016897636,-3.672455195,0.219241588,-41.94017922,0.1001474239,-1.281908735,0.1950447589,-170.1323585,0.2914231731,0.6162584411,0.07240575864,-3.683431699,0.168176481,-5.435010032,0.09923490001,-43.29884865
cv_normal,cathodic,0,1,8,5,400,0,1.04346924,-3.242173247,0.2600198984,-31.64931687,0.1447921562,-1.219811755,0.2626458846,-40.28941291,0.3424050778,0.5432174637,0.06142688636,-0.8221240252,0.2165341739,-3.964539503,0.1228527146,-8.033728251
cv_normal,cathodic,0,1,10,10,100,0,1.043886261,-3.30084434,0.144611643,-85.01000162,0.04774720343,0.277241594,0.1854766989,-812.5450546,0.2730224631,0.7057990157,0.1226261426,-60.84556605,0.1222084651,-3.734780502,0.07766618146,-141.6483657
cv_normal,cathodic,0,1,11,10,200,0,1.026965699,-3.484552053,0.1984362867,-78.34820855,0.1449878152,-0.445891535,0.1877917045,-33.76592475,0.2893585233,0.6439756094,0.08528238449,-13.65593777,0.2212909869,-2.368217711,0.1522423728,-21.84925614
cv_normal,cathodic,0,1,12,10,400,0,1.073204944,-3.521894424,0.2611161497,-40.05624998,0.2077976315,-0.5302943587,0.27366326,-37.98579814,0.3248158207,0.5857815519,0.03578202865,0.2290224524,0.2793250867,-1.76511804,0.176340073,-15.1873393
cv_normal,cathodic,0,1,14,20,100,0,1.02541424,-2.4116754,0.1446127419,-73.3808171,0.09161136274,0.4783719882,0.1599917964,-26.05616224,0.2469020724,0.8022035531,0.0680922169,-15.49083976,0.1134450531,0.2001043336,0.08542599527,-6.713488908
cv_normal,cathodic,0,1,15,20,200,0,0.990870974,-2.237785061,0.1938111591,-70.81100725,0.1580596961,0.1277910824,0.1760067845,-10.91660484,0.2846426916,0.7328138903,0.02957792557,-0.6725106201,0.1655282754,0.04341709001,0.1247521945,-4.98673602
cv_normal,cathodic,0,1,16,20,400,0,1.083859882,-2.966364493,0.2080226378,-13.0211266,0.2516332874,-0.1145047669,0.30011728,-7.353547037,0.2903707019,0.7153232972,0.02194988557,0.8438916141,0.2523245882,-0.1206368361,0.2007188535,-2.736502303
cv_normal,cathodic,0,1,18,50,100,0,1.108632254,-3.510569615,0.151841482,-28.55740122,0.05215537537,0.9114911979,0.1593531686,-9.267618634,0.2729432434,0.7265983903,0.1555578809,-30.021973,0.1951817117,-0.2395571554,0.1797111443,-12.0586518
cv_normal,cathodic,0,1,19,50,200,0,1.105385634,-4.047885852,0.1947317143,-35.40365371,0.07039281624,0.8431994627,0.1913224186,-7.961396198,0.2820444644,0.6713625481,0.1205846601,-12.95904565,0.2026323445,-0.2992969048,0.1827049264,-7.172303159
cv_normal,cathodic,0,1,20,50,400,0,1.237715484,-6.480387821,0.220283743,-13.53866857,0.1168015495,0.6865182492,0.2903212222,-7.341292657,0.2332818162,0.7342677638,0.06597702721,-0.3042030999,0.2124398203,-0.03701945974,0.2180306537,-3.704472191
cv_normal,cathodic,0,1,22,100,100,0,1.143825207,-10.33569932,0.1591393004,-8.261772883,0.05526641044,0.8618538257,0.2154665288,-14.37973533,0.1979462907,0.660512547,0.2040585837,-14.2282141,0.2266003829,-1.322403222,0.1966112016,-11.80577145
