-0.100, -3.502e-7, -3.072e-7, -3.256e-7, -3.287e-7
-0.099, -3.072e-7, -2.765e-7, -2.949e-7, -3.011e-7
-0.098, -2.857e-7, -2.581e-7, -2.765e-7, -2.826e-7
-0.097, -2.704e-7, -2.458e-7, -2.642e-7, -2.704e-7
-0.096, -2.611e-7, -2.335e-7, -2.550e-7, -2.611e-7
-0.095, -2.489e-7, -2.243e-7, -2.427e-7, -2.489e-7
-0.094, -2.427e-7, -2.182e-7, -2.335e-7, -2.396e-7
-0.093, -2.335e-7, -2.089e-7, -2.243e-7, -2.304e-7
-0.092, -2.243e-7, -1.997e-7, -2.182e-7, -2.212e-7
-0.091, -2.182e-7, -1.936e-7, -2.089e-7, -2.151e-7
-0.090, -2.120e-7, -1.875e-7, -2.028e-7, -2.089e-7
-0.089, -2.028e-7, -1.782e-7, -1.936e-7, -1.997e-7
-0.088, -1.967e-7, -1.752e-7, -1.875e-7, -1.936e-7
-0.087, -1.905e-7, -1.690e-7, -1.813e-7, -1.875e-7
-0.086, -1.844e-7, -1.629e-7, -1.752e-7, -1.813e-7
-0.085, -1.782e-7, -1.567e-7, -1.690e-7, -1.752e-7
-0.084, -1.752e-7, -1.506e-7, -1.629e-7, -1.690e-7
-0.083, -1.690e-7, -1.445e-7, -1.598e-7, -1.629e-7
-0.082, -1.629e-7, -1.414e-7, -1.537e-7, -1.567e-7
-0.081, -1.598e-7, -1.353e-7, -1.475e-7, -1.506e-7
-0.080, -1.537e-7, -1.322e-7, -1.445e-7, -1.445e-7
-0.079, -1.506e-7, -1.260e-7, -1.383e-7, -1.414e-7
-0.078, -1.445e-7, -1.230e-7, -1.322e-7, -1.353e-7
-0.077, -1.414e-7, -1.168e-7, -1.291e-7, -1.322e-7
-0.076, -1.353e-7, -1.138e-7, -1.230e-7, -1.260e-7
-0.075, -1.322e-7, -1.107e-7, -1.199e-7, -1.230e-7
-0.074, -1.291e-7, -1.076e-7, -1.168e-7, -1.199e-7
-0.073, -1.260e-7, -1.015e-7, -1.107e-7, -1.138e-7
-0.072, -1.230e-7, -9.841e-8, -1.076e-7, -1.107e-7
-0.071, -1.199e-7, -9.534e-8, -1.045e-7, -1.076e-7
-0.070, -1.138e-7, -9.227e-8, -1.015e-7, -1.045e-7
-0.069, -1.107e-7, -8.920e-8, -9.841e-8, -9.841e-8
-0.068, -1.076e-7, -8.612e-8, -9.534e-8, -9.534e-8
-0.067, -1.045e-7, -8.305e-8, -9.226e-8, -9.227e-8
-0.066, -1.015e-7, -7.998e-8, -8.919e-8, -8.919e-8
-0.065, -9.841e-8, -7.691e-8, -8.612e-8, -8.612e-8
-0.064, -9.841e-8, -7.384e-8, -8.305e-8, -8.305e-8
-0.063, -9.534e-8, -7.384e-8, -7.998e-8, -7.998e-8
-0.062, -9.227e-8, -7.077e-8, -7.691e-8, -7.691e-8
-0.061, -8.920e-8, -6.770e-8, -7.384e-8, -7.384e-8
-0.060, -8.613e-8, -6.463e-8, -7.077e-8, -7.077e-8
-0.059, -8.305e-8, -6.156e-8, -7.077e-8, -7.077e-8
-0.058, -8.305e-8, -6.156e-8, -6.770e-8, -6.770e-8
-0.057, -7.998e-8, -5.849e-8, -6.463e-8, -6.463e-8
-0.056, -7.691e-8, -5.849e-8, -6.156e-8, -6.156e-8
-0.055, -7.691e-8, -5.542e-8, -5.849e-8, -6.156e-8
-0.054, -7.384e-8, -5.235e-8, -5.849e-8, -5.849e-8
-0.053, -7.077e-8, -5.235e-8, -5.542e-8, -5.542e-8
-0.052, -7.077e-8, -4.928e-8, -5.235e-8, -5.235e-8
-0.051, -6.770e-8, -4.621e-8, -5.235e-8, -5.235e-8
-0.050, -6.463e-8, -4.621e-8, -4.928e-8, -4.928e-8
-0.049, -6.463e-8, -4.314e-8, -4.928e-8, -4.928e-8
-0.048, -6.156e-8, -4.314e-8, -4.621e-8, -4.621e-8
-0.047, -6.156e-8, -4.007e-8, -4.621e-8, -4.621e-8
-0.046, -5.849e-8, -4.007e-8, -4.314e-8, -4.314e-8
-0.045, -5.849e-8, -3.700e-8, -4.314e-8, -4.314e-8
-0.044, -5.542e-8, -3.700e-8, -4.007e-8, -4.007e-8
-0.043, -5.542e-8, -3.393e-8, -3.700e-8, -3.700e-8
-0.042, -5.235e-8, -3.393e-8, -3.700e-8, -3.700e-8
-0.041, -5.235e-8, -3.086e-8, -3.393e-8, -3.393e-8
-0.040, -4.928e-8, -3.086e-8, -3.393e-8, -3.393e-8
-0.039, -4.928e-8, -3.086e-8, -3.393e-8, -3.086e-8
-0.038, -4.928e-8, -2.779e-8, -3.085e-8, -3.086e-8
-0.037, -4.621e-8, -2.779e-8, -3.085e-8, -3.086e-8
-0.036, -4.621e-8, -2.471e-8, -2.778e-8, -2.778e-8
-0.035, -4.621e-8, -2.471e-8, -2.778e-8, -2.778e-8
-0.034, -4.314e-8, -2.164e-8, -2.471e-8, -2.471e-8
-0.033, -4.314e-8, -2.164e-8, -2.471e-8, -2.471e-8
-0.032, -4.007e-8, -2.164e-8, -2.471e-8, -2.471e-8
-0.031, -4.007e-8, -1.857e-8, -2.164e-8, -2.164e-8
-0.030, -4.007e-8, -1.857e-8, -2.164e-8, -2.164e-8
-0.029, -3.700e-8, -1.857e-8, -1.857e-8, -1.857e-8
-0.028, -3.700e-8, -1.857e-8, -1.857e-8, -1.857e-8
-0.027, -3.700e-8, -1.550e-8, -1.857e-8, -1.857e-8
-0.026, -3.393e-8, -1.550e-8, -1.857e-8, -1.550e-8
-0.025, -3.393e-8, -1.550e-8, -1.550e-8, -1.550e-8
-0.024, -3.393e-8, -1.550e-8, -1.550e-8, -1.550e-8
-0.023, -3.086e-8, -1.243e-8, -1.550e-8, -1.550e-8
-0.022, -3.086e-8, -1.243e-8, -1.550e-8, -1.243e-8
-0.021, -3.086e-8, -1.243e-8, -1.243e-8, -1.243e-8
