0.799, -1.290e-6, -1.367e-6, -2.002e-6, -1.737e-6
0.798, -1.117e-6, -1.181e-6, -1.755e-6, -1.533e-6
0.797, -1.025e-6, -1.081e-6, -1.616e-6, -1.420e-6
0.796, -9.641e-7, -1.014e-6, -1.522e-6, -1.342e-6
0.795, -9.219e-7, -9.672e-7, -1.452e-6, -1.285e-6
0.794, -8.878e-7, -9.307e-7, -1.396e-6, -1.240e-6
0.793, -8.573e-7, -8.986e-7, -1.350e-6, -1.201e-6
0.792, -8.338e-7, -8.742e-7, -1.312e-6, -1.169e-6
0.791, -8.129e-7, -8.516e-7, -1.280e-6, -1.141e-6
0.790, -7.969e-7, -8.337e-7, -1.251e-6, -1.119e-6
0.789, -7.812e-7, -8.186e-7, -1.226e-6, -1.097e-6
0.788, -7.696e-7, -8.053e-7, -1.205e-6, -1.079e-6
0.787, -7.569e-7, -7.919e-7, -1.185e-6, -1.064e-6
0.786, -7.471e-7, -7.806e-7, -1.168e-6, -1.049e-6
0.785, -7.365e-7, -7.722e-7, -1.153e-6, -1.037e-6
0.784, -7.281e-7, -7.624e-7, -1.140e-6, -1.026e-6
0.783, -7.209e-7, -7.539e-7, -1.127e-6, -1.015e-6
0.782, -7.138e-7, -7.474e-7, -1.116e-6, -1.006e-6
0.781, -7.075e-7, -7.404e-7, -1.104e-6, -9.951e-7
0.780, -7.014e-7, -7.344e-7, -1.096e-6, -9.879e-7
0.779, -6.967e-7, -7.300e-7, -1.087e-6, -9.799e-7
0.778, -6.916e-7, -7.249e-7, -1.080e-6, -9.731e-7
0.777, -6.894e-7, -7.207e-7, -1.072e-6, -9.663e-7
0.776, -6.859e-7, -7.171e-7, -1.066e-6, -9.608e-7
0.775, -6.816e-7, -7.145e-7, -1.060e-6, -9.562e-7
0.774, -6.788e-7, -7.097e-7, -1.055e-6, -9.501e-7
0.773, -6.764e-7, -7.063e-7, -1.048e-6, -9.450e-7
0.772, -6.757e-7, -7.054e-7, -1.046e-6, -9.423e-7
0.771, -6.721e-7, -7.024e-7, -1.041e-6, -9.376e-7
0.770, -6.700e-7, -7.010e-7, -1.036e-6, -9.341e-7
0.769, -6.689e-7, -6.996e-7, -1.033e-6, -9.312e-7
0.768, -6.683e-7, -6.986e-7, -1.029e-6, -9.273e-7
0.767, -6.677e-7, -6.974e-7, -1.026e-6, -9.248e-7
0.766, -6.661e-7, -6.963e-7, -1.024e-6, -9.226e-7
0.765, -6.653e-7, -6.953e-7, -1.020e-6, -9.200e-7
0.764, -6.639e-7, -6.949e-7, -1.018e-6, -9.186e-7
0.763, -6.653e-7, -6.959e-7, -1.017e-6, -9.175e-7
0.762, -6.657e-7, -6.957e-7, -1.016e-6, -9.151e-7
0.761, -6.666e-7, -6.963e-7, -1.015e-6, -9.147e-7
0.760, -6.663e-7, -6.971e-7, -1.014e-6, -9.143e-7
0.759, -6.660e-7, -6.969e-7, -1.012e-6, -9.120e-7
0.758, -6.667e-7, -6.974e-7, -1.012e-6, -9.127e-7
0.757, -6.674e-7, -6.984e-7, -1.012e-6, -9.111e-7
0.756, -6.669e-7, -6.995e-7, -1.013e-6, -9.106e-7
0.755, -6.674e-7, -6.996e-7, -1.011e-6, -9.112e-7
0.754, -6.701e-7, -7.015e-7, -1.012e-6, -9.104e-7
