day,condition,condition_code,dopamine_uM,ascorbic_acid_uM,uric_acid_uM,technique,sweep,n_points,rmse_uA,mae_uA,max_abs_residual_uA,normalized_rmse,r2,superposition_mode,baseline_source
3,9,309,10,0,200,cv_normal,anodic,1001,1.82107499986,0.958015212268,10.0213817033,0.948550667948,-6.71053888838,full_curve_sum,mean
3,9,309,10,0,200,cv_normal,cathodic,1000,1.26597751366,0.586606796022,9.35744876049,0.768971809128,-8.21648851893,full_curve_sum,mean
3,9,309,10,0,200,cv_gc,anodic,1001,18.9728438313,18.8202740359,26.67318366,0.981853001134,-233.4915653,full_curve_sum,mean
3,9,309,10,0,200,cv_gc,cathodic,1000,18.4501355559,18.3411064165,26.3152668336,1.3551628428,-708.92517919,full_curve_sum,mean
3,10,310,10,100,200,cv_normal,anodic,1001,1.73563390409,0.867440672055,9.73942568134,0.679738427262,-3.18758567282,full_curve_sum,mean
3,10,310,10,100,200,cv_normal,cathodic,1000,1.23148112814,0.54532723239,9.10697348259,0.615816001528,-3.6767911773,full_curve_sum,mean
3,10,310,10,100,200,cv_gc,anodic,1001,19.0248214258,18.8736940652,26.584752253,0.963092039218,-207.505300443,full_curve_sum,mean
3,10,310,10,100,200,cv_gc,cathodic,1000,18.465750266,18.3589807565,26.2225347967,1.3175827008,-544.005061396,full_curve_sum,mean
3,11,311,10,200,200,cv_normal,anodic,1001,1.58975862215,0.680251242238,9.32104778207,0.481638127946,-1.08760384247,full_curve_sum,mean
3,11,311,10,200,200,cv_normal,cathodic,1000,1.18681533263,0.581125768967,8.69375875439,0.477340527119,-1.50345387818,full_curve_sum,mean
3,11,311,10,200,200,cv_gc,anodic,1001,18.9842767107,18.8378707725,26.3502532101,0.933836237484,-167.216795012,full_curve_sum,mean
3,11,311,10,200,200,cv_gc,cathodic,1000,18.4266175303,18.3240212218,25.9772446771,1.26873994408,-390.730319867,full_curve_sum,mean
3,12,312,10,400,200,cv_normal,anodic,1001,1.45425139725,0.596628398446,8.64144160638,0.314910547462,0.164796156807,full_curve_sum,mean
3,12,312,10,400,200,cv_normal,cathodic,1000,1.11964565151,0.600836198484,7.97914738341,0.331248024719,-0.0960846017822,full_curve_sum,mean
3,12,312,10,400,200,cv_gc,anodic,1001,19.1962107624,19.0490376091,26.3345129091,0.912678670717,-129.803910489,full_curve_sum,mean
3,12,312,10,400,200,cv_gc,cathodic,1000,18.5604597326,18.4582117405,25.9527627067,1.23595849138,-287.600031949,full_curve_sum,mean
3,13,313,20,0,200,cv_normal,anodic,1001,1.90155803135,0.984630245615,10.4706906592,0.899092439085,-6.07362386017,full_curve_sum,mean
3,13,313,20,0,200,cv_normal,cathodic,1000,1.31748973905,0.601927128864,9.72082261462,0.680732530254,-6.97470860976,full_curve_sum,mean
3,13,313,20,0,200,cv_gc,anodic,1001,34.3827619855,34.2012618622,41.6206599993,1.78366878331,-819.987343795,full_curve_sum,mean
3,13,313,20,0,200,cv_gc,cathodic,1000,33.8734248706,33.7412328433,41.2574810612,2.47641718845,-2543.51365053,full_curve_sum,mean
3,14,314,20,100,200,cv_normal,anodic,1001,1.86533105964,0.925246613805,10.3404846372,0.724311806376,-3.8493115218,full_curve_sum,mean
3,14,314,20,100,200,cv_normal,cathodic,1000,1.30857409115,0.579624619604,9.62209733673,0.617645241616,-3.91526042791,full_curve_sum,mean
3,14,314,20,100,200,cv_gc,anodic,1001,34.4226820302,34.2413295392,41.5344785923,1.75891111498,-730.392152706,full_curve_sum,mean
3,14,314,20,100,200,cv_gc,cathodic,1000,33.8775360163,33.7464836947,41.1669990243,2.42894120548,-1953.15681257,full_curve_sum,mean
3,15,315,20,200,200,cv_normal,anodic,1001,1.77750195752,0.814173756862,10.044606738,0.576011833756,-2.00340389316,full_curve_sum,mean
3,15,315,20,200,200,cv_normal,cathodic,1000,1.27722381233,0.598791764798,9.33138260853,0.514282762598,-2.12831088012,full_curve_sum,mean
3,15,315,20,200,200,cv_gc,anodic,1001,34.509254209,34.3269258998,41.5142295494,1.74501759576,-666.116777135,full_curve_sum,mean
3,15,315,20,200,200,cv_gc,cathodic,1000,33.9109166157,33.7801079023,41.1359589046,2.39760928656,-1647.88945224,full_curve_sum,mean
3,16,316,20,400,200,cv_normal,anodic,1001,1.74282594657,0.856281113585,9.63350056229,0.431381616325,-0.569433460239,full_curve_sum,mean
3,16,316,20,400,200,cv_normal,cathodic,1000,1.22532713881,0.581980261213,8.88527123755,0.394349320754,-0.699132732414,full_curve_sum,mean
3,16,316,20,400,200,cv_gc,anodic,1001,34.4827583227,34.3051389096,41.1734892484,1.64553404583,-422.669973,full_curve_sum,mean
3,16,316,20,400,200,cv_gc,cathodic,1000,33.8923211909,33.764975047,40.7864769343,2.24741273079,-956.887718096,full_curve_sum,mean
3,17,317,50,0,200,cv_normal,anodic,1001,1.96251402691,1.11669856219,10.4355829288,0.93504253611,-6.71900577709,full_curve_sum,mean
3,17,317,50,0,200,cv_normal,cathodic,1000,1.33629436347,0.545669384457,9.78070130256,0.650755734726,-6.66528875013,full_curve_sum,mean
3,17,317,50,0,200,cv_gc,anodic,1001,28.646999825,28.4810082963,35.9610308126,1.47205499459,-550.274647558,full_curve_sum,mean
3,17,317,50,0,200,cv_gc,cathodic,1000,28.0945332721,27.9753122004,35.5944116785,2.01034586982,-1606.2080964,full_curve_sum,mean
3,18,318,50,100,200,cv_normal,anodic,1001,1.91034724583,1.02777278929,10.3281269068,0.735916500536,-4.03157155838,full_curve_sum,mean
3,18,318,50,100,200,cv_normal,cathodic,1000,1.33206660836,0.53321108241,9.70472602466,0.603762726024,-3.8039264764,full_curve_sum,mean
3,18,318,50,100,200,cv_gc,anodic,1001,28.7512576248,28.5835788259,35.9875994056,1.46216322926,-515.792907691,full_curve_sum,mean
3,18,318,50,100,200,cv_gc,cathodic,1000,28.1305057171,28.0114740837,35.6166796416,1.99192803676,-1347.38065572,full_curve_sum,mean
3,19,319,50,200,200,cv_normal,anodic,1001,1.90476919559,1.02709483569,10.1912490076,0.671219837247,-3.04706843449,full_curve_sum,mean
3,19,319,50,200,200,cv_normal,cathodic,1000,1.32369638401,0.55121699118,9.57301129646,0.548585796911,-2.75492497484,full_curve_sum,mean
3,19,319,50,200,200,cv_gc,anodic,1001,28.8347513838,28.6650409944,35.9821003627,1.46263997423,-481.048203956,full_curve_sum,mean
3,19,319,50,200,200,cv_gc,cathodic,1000,28.1638666732,28.0449040448,35.6003895219,1.984495906,-1162.43463126,full_curve_sum,mean
3,20,320,50,400,200,cv_normal,anodic,1001,1.85215588844,1.03484310091,9.72689283187,0.489187576802,-0.960721558604,full_curve_sum,mean
3,20,320,50,400,200,cv_normal,cathodic,1000,1.2690743076,0.575843580458,9.07364992549,0.410926078144,-0.920634455075,full_curve_sum,mean
3,20,320,50,400,200,cv_gc,anodic,1001,29.0142171729,28.8420925222,35.9668600616,1.43551716553,-371.031910519,full_curve_sum,mean
3,20,320,50,400,200,cv_gc,cathodic,1000,28.2669387609,28.1478561025,35.5764075516,1.94105667963,-841.994485534,full_curve_sum,mean
3,21,321,100,0,200,cv_normal,anodic,1001,1.47519066742,0.798764011112,8.29203369179,0.46429429855,-1.66598935401,full_curve_sum,mean
3,21,321,100,0,200,cv_normal,cathodic,1000,1.05364287915,0.447158219624,7.66461228829,0.321161596643,-1.27428004297,full_curve_sum,mean
3,21,321,100,0,200,cv_gc,anodic,1001,1.97158992958,1.25090894655,12.7696176267,0.0998743676557,-1.28952969585,full_curve_sum,mean
3,21,321,100,0,200,cv_gc,cathodic,1000,1.38318677665,0.75546972673,10.0997543211,0.0961083645128,-1.87147812824,full_curve_sum,mean
3,22,322,100,100,200,cv_normal,anodic,1001,1.54253584908,0.819043676153,8.54307766981,0.521938096056,-1.55233442246,full_curve_sum,mean
3,22,322,100,100,200,cv_normal,cathodic,1000,1.10651869472,0.458281872676,7.94713701039,0.368959476738,-1.18900113676,full_curve_sum,mean
3,22,322,100,100,200,cv_gc,anodic,1001,2.06506189954,1.35756545482,12.7740204056,0.104270251278,-1.32206688731,full_curve_sum,mean
3,22,322,100,100,200,cv_gc,cathodic,1000,1.4075958311,0.795304266242,10.07681087,0.0975336463737,-1.57910868432,full_curve_sum,mean
3,23,323,100,200,200,cv_normal,anodic,1001,1.52095492543,0.803955720634,8.41219977053,0.483660449944,-0.966474533013,full_curve_sum,mean
3,23,323,100,200,200,cv_normal,cathodic,1000,1.10018299712,0.492054514368,7.82142228219,0.348865739827,-0.734255992149,full_curve_sum,mean
3,23,323,100,200,200,cv_gc,anodic,1001,2.18714997171,1.48092965059,12.7937707322,0.109962014762,-1.44764471047,full_curve_sum,mean
3,23,323,100,200,200,cv_gc,cathodic,1000,1.44565396017,0.840131399731,10.125884586,0.0993882283499,-1.45123147632,full_curve_sum,mean
3,24,324,100,400,200,cv_normal,anodic,1001,1.56997117515,0.893290622062,8.17784359485,0.424612040854,-0.245361835616,full_curve_sum,mean
3,24,324,100,400,200,cv_normal,cathodic,1000,1.0857918523,0.504604335469,7.55206091121,0.302270063626,-0.144935407748,full_curve_sum,mean
3,24,324,100,400,200,cv_gc,anodic,1001,2.50662242506,1.79763587412,12.9297427918,0.124571391479,-1.72021665354,full_curve_sum,mean
3,24,324,100,400,200,cv_gc,cathodic,1000,1.58653631756,0.985585786398,10.2790566082,0.107224119134,-1.47755646863,full_curve_sum,mean
4,2,402,0,100,400,cv_normal,anodic,1001,1.29011691166,0.53197786371,8.06592621217,0.53586575979,-1.34003546377,full_curve_sum,mean
4,2,402,0,100,400,cv_normal,cathodic,1000,1.04915677128,0.551900467886,7.67604155742,0.647128309191,-3.13211716744,full_curve_sum,mean
4,2,402,0,100,400,cv_gc,anodic,1001,9.87020133146,9.75211501264,10.7441037511,3.10063144829,-63.1953944717,full_curve_sum,mean
4,2,402,0,100,400,cv_gc,cathodic,1000,10.2810017604,10.2006850921,10.9451946181,4.12350530395,-148.863357156,full_curve_sum,mean
4,3,403,0,200,400,cv_normal,anodic,1001,1.23531278862,0.549953917005,7.7485483129,0.404518254338,-0.353359291663,full_curve_sum,mean
4,3,403,0,200,400,cv_normal,cathodic,1000,1.02077926535,0.52913830065,7.36382682922,0.506715942095,-1.33997078442,full_curve_sum,mean
4,3,403,0,200,400,cv_gc,anodic,1001,9.93153783299,9.81967068285,11.0399244927,2.55753078972,-42.7139091227,full_curve_sum,mean
4,3,403,0,200,400,cv_gc,cathodic,1000,10.324118345,10.2495380136,11.1517961359,3.36895979829,-94.2549756913,full_curve_sum,mean
4,4,404,0,400,400,cv_normal,anodic,1001,1.26692633736,0.692810694814,7.31644213721,0.308611062866,0.204113602483,full_curve_sum,mean
4,4,404,0,400,400,cv_normal,cathodic,1000,0.97496334741,0.527400152168,6.89671545824,0.366636117802,-0.151404942561,full_curve_sum,mean
4,4,404,0,400,400,cv_gc,anodic,1001,9.80112551998,9.69466857135,10.9895709393,2.06360337886,-27.3784177801,full_curve_sum,mean
4,4,404,0,400,400,cv_gc,cathodic,1000,10.2544342891,10.1840395747,11.1853016793,2.68283896625,-57.0778389428,full_curve_sum,mean
4,5,405,5,0,400,cv_normal,anodic,1001,1.31814899915,0.599441111664,8.32083031108,0.445925092427,-0.54801008469,full_curve_sum,mean
4,5,405,5,0,400,cv_normal,cathodic,1000,1.18898939072,0.77928246045,7.79569905231,0.603149131459,-2.66987368052,full_curve_sum,mean
4,5,405,5,0,400,cv_gc,anodic,1001,5.90813698327,5.72439090245,13.1936881572,1.54864047781,-14.6643928656,full_curve_sum,mean
4,5,405,5,0,400,cv_gc,cathodic,1000,5.63460195018,5.51065700597,12.836705668,1.96946741111,-33.3068359212,full_curve_sum,mean
4,6,406,5,100,400,cv_normal,anodic,1001,1.30943474012,0.654576055083,8.0861242891,0.367861113252,-0.0756414519556,full_curve_sum,mean
4,6,406,5,100,400,cv_normal,cathodic,1000,1.13919720438,0.699958461753,7.59247377441,0.499193586707,-1.19711764154,full_curve_sum,mean
4,6,406,5,100,400,cv_gc,anodic,1001,5.80724913545,5.62140334495,12.7287567502,1.24349833417,-9.06991818164,full_curve_sum,mean
4,6,406,5,100,400,cv_gc,cathodic,1000,5.55145173721,5.43291138377,12.3674736311,1.56696397905,-19.2466929904,full_curve_sum,mean
4,7,407,5,200,400,cv_normal,anodic,1001,1.30716309622,0.689480060679,7.91949638983,0.327357716701,0.125692207007,full_curve_sum,mean
4,7,407,5,200,400,cv_normal,cathodic,1000,1.10560286582,0.642634796095,7.43100904621,0.438199631132,-0.652724930878,full_curve_sum,mean
4,7,407,5,200,400,cv_gc,anodic,1001,5.82518663353,5.64361352024,12.5392577073,1.13633243311,-7.48011296045,full_curve_sum,mean
4,7,407,5,200,400,cv_gc,cathodic,1000,5.55124498847,5.43482609591,12.1671835114,1.4081269994,-14.9681162151,full_curve_sum,mean
4,8,408,5,400,400,cv_normal,anodic,1001,1.32159099003,0.801132163178,7.44039021414,0.257929792896,0.443148055074,full_curve_sum,mean
4,8,408,5,400,400,cv_normal,cathodic,1000,1.06478841559,0.643070972377,6.91689767523,0.330901346349,0.0928373170335,full_curve_sum,mean
4,8,408,5,400,400,cv_gc,anodic,1001,6.00315755232,5.83302399222,12.4060174062,1.02982079861,-6.05485682173,full_curve_sum,mean
4,8,408,5,400,400,cv_gc,cathodic,1000,5.65570743217,5.54288665785,12.0252015411,1.24190991563,-11.1325849979,full_curve_sum,mean
4,9,409,10,0,400,cv_normal,anodic,1001,1.43933230289,0.609431311227,8.9932408168,0.530398684771,-1.20927551611,full_curve_sum,mean
4,9,409,10,0,400,cv_normal,cathodic,1000,1.22008366835,0.759913582907,8.39084105985,0.661492739449,-3.62853011466,full_curve_sum,mean
4,9,409,10,0,400,cv_gc,anodic,1001,18.3056453162,18.1773796533,25.3818449728,5.17426900761,-174.796935142,full_curve_sum,mean
4,9,409,10,0,400,cv_gc,cathodic,1000,18.0497306424,17.9577950149,25.0211915919,6.73115017398,-410.508908504,full_curve_sum,mean
4,10,410,10,100,400,cv_normal,anodic,1001,1.44998099955,0.652872877373,8.91553479482,0.471527419124,-0.79413313863,full_curve_sum,mean
4,10,410,10,100,400,cv_normal,cathodic,1000,1.16987838357,0.65227004607,8.34461578195,0.587492581419,-2.18664274649,full_curve_sum,mean
4,10,410,10,100,400,cv_gc,anodic,1001,18.3279434809,18.2020718725,25.1744135658,4.54272255137,-134.809740518,full_curve_sum,mean
4,10,410,10,100,400,cv_gc,cathodic,1000,18.0452758515,17.955242927,24.809459555,5.81152863138,-285.416650592,full_curve_sum,mean
4,11,411,10,200,400,cv_normal,anodic,1001,1.41348117478,0.691523964784,8.60240689555,0.378329899443,-0.191208206287,full_curve_sum,mean
4,11,411,10,200,400,cv_normal,cathodic,1000,1.14456392478,0.62946132452,8.03665105375,0.480692092764,-1.04053952781,full_curve_sum,mean
4,11,411,10,200,400,cv_gc,anodic,1001,18.3141841015,18.1900221653,24.9379145229,4.0115706829,-106.070387265,full_curve_sum,mean
4,11,411,10,200,400,cv_gc,cathodic,1000,18.0293780446,17.9408887437,24.5621694353,5.07539903136,-211.039327544,full_curve_sum,mean
4,12,412,10,400,400,cv_normal,anodic,1001,1.42458867516,0.794625926558,8.19255071986,0.301523062362,0.228703313622,full_curve_sum,mean
4,12,412,10,400,400,cv_normal,cathodic,1000,1.09964341991,0.626284402952,7.59178968277,0.365741955194,-0.130141670717,full_curve_sum,mean
4,12,412,10,400,400,cv_gc,anodic,1001,18.4360727534,18.3138778779,24.6951742218,3.42574459451,-77.6143882889,full_curve_sum,mean
4,12,412,10,400,400,cv_gc,cathodic,1000,18.0958172725,18.0081804248,24.310687465,4.23358341562,-141.846143877,full_curve_sum,mean
4,13,413,20,0,400,cv_normal,anodic,1001,1.58788408609,0.681712314511,9.7000497727,0.582067346254,-1.65900546585,full_curve_sum,mean
4,13,413,20,0,400,cv_normal,cathodic,1000,1.28914768692,0.779909291434,9.01171491398,0.701231603982,-4.03365091281,full_curve_sum,mean
4,13,413,20,0,400,cv_gc,anodic,1001,33.6458616092,33.4780625719,40.2003213121,9.18353682238,-549.803067473,full_curve_sum,mean
4,13,413,20,0,400,cv_gc,cathodic,1000,33.4322871103,33.3104426874,39.8344058194,12.0510257758,-1300.23689585,full_curve_sum,mean
4,14,414,20,100,400,cv_normal,anodic,1001,1.6225769744,0.732947408633,9.69159375073,0.546305658884,-1.40892079694,full_curve_sum,mean
4,14,414,20,100,400,cv_normal,cathodic,1000,1.24280334265,0.6480137408,9.03473963609,0.643991275282,-2.88704222356,full_curve_sum,mean
4,14,414,20,100,400,cv_gc,anodic,1001,33.6131605339,33.4465423132,39.8691399051,7.7806936189,-394.163199449,full_curve_sum,mean
4,14,414,20,100,400,cv_gc,cathodic,1000,33.3953857826,33.2748942509,39.4989237825,10.0472680314,-845.296185648,full_curve_sum,mean
4,15,415,20,200,400,cv_normal,anodic,1001,1.58649318441,0.774734702255,9.41071585145,0.442159661546,-0.615914208237,full_curve_sum,mean
4,15,415,20,200,400,cv_normal,cathodic,1000,1.21378585854,0.62457810697,8.75902490789,0.531179877482,-1.50750690816,full_curve_sum,mean
4,15,415,20,200,400,cv_gc,anodic,1001,33.8298480323,33.6628645471,40.0468908622,7.86410542373,-406.385599947,full_curve_sum,mean
4,15,415,20,200,400,cv_gc,cathodic,1000,33.5096436252,33.3885040008,39.6658836629,9.98258573622,-823.139812155,full_curve_sum,mean
4,16,416,20,400,400,cv_normal,anodic,1001,1.58493283147,0.894881061497,8.89035967577,0.333893426913,0.0645495156921,full_curve_sum,mean
4,16,416,20,400,400,cv_normal,cathodic,1000,1.17043394563,0.654390732082,8.20366353691,0.387516639863,-0.257308847011,full_curve_sum,mean
4,16,416,20,400,400,cv_gc,anodic,1001,33.7853947591,33.619496864,39.5129005612,6.10194651519,-247.533934875,full_curve_sum,mean
4,16,416,20,400,400,cv_gc,cathodic,1000,33.494857446,33.3747773559,39.1231516925,7.66456048346,-467.939066741,full_curve_sum,mean
4,17,417,50,0,400,cv_normal,anodic,1001,1.59660397344,0.752362356668,9.60544204229,0.527389336276,-1.19424333607,full_curve_sum,mean
4,17,417,50,0,400,cv_normal,cathodic,1000,1.27711780803,0.735547587875,9.01209360192,0.636168500873,-3.09973627399,full_curve_sum,mean
4,17,417,50,0,400,cv_gc,anodic,1001,27.8516436844,27.7014988977,34.4769421254,6.99641500346,-322.983340501,full_curve_sum,mean
4,17,417,50,0,400,cv_gc,cathodic,1000,27.6356652562,27.5272082334,34.1075864367,9.31422850441,-772.567609513,full_curve_sum,mean
4,18,418,50,100,400,cv_normal,anodic,1001,1.60608270943,0.797906649383,9.49748602031,0.466591532477,-0.771576228905,full_curve_sum,mean
4,18,418,50,100,400,cv_normal,cathodic,1000,1.23768322391,0.62811017015,8.93561832402,0.56356824719,-1.91722602476,full_curve_sum,mean
4,18,418,50,100,400,cv_gc,anodic,1001,27.8977958976,27.7489608069,34.3310107184,6.33513847518,-266.336773641,full_curve_sum,mean
4,18,418,50,100,400,cv_gc,cathodic,1000,27.6565134554,27.548910033,33.9573543998,8.30362600011,-584.991303309,full_curve_sum,mean
4,19,419,50,200,400,cv_normal,anodic,1001,1.62229515591,0.8274406229,9.41310812104,0.447668629827,-0.644795274426,full_curve_sum,mean
4,19,419,50,200,400,cv_normal,cathodic,1000,1.22380247238,0.613754886101,8.85640359582,0.519691690015,-1.36388135956,full_curve_sum,mean
4,19,419,50,200,400,cv_gc,anodic,1001,27.7105750074,27.562397141,33.7740116755,5.18940174375,-179.400813407,full_curve_sum,mean
4,19,419,50,200,400,cv_gc,cathodic,1000,27.5409273346,27.4344165916,33.3895642802,6.72373199349,-367.915332555,full_curve_sum,mean
4,20,420,50,400,400,cv_normal,anodic,1001,1.54960812283,0.938792862609,8.55400194535,0.284287036092,0.315207321171,full_curve_sum,mean
4,20,420,50,400,400,cv_normal,cathodic,1000,1.1741069657,0.695655388439,7.96229222485,0.342493709206,0.0203919397924,full_curve_sum,mean
4,20,420,50,400,400,cv_gc,anodic,1001,27.8069889348,27.6606769765,33.5192713744,4.52764018782,-137.003184892,full_curve_sum,mean
4,20,420,50,400,400,cv_gc,cathodic,1000,27.5929930814,27.4864601033,33.1260823098,5.71269307623,-257.581422284,full_curve_sum,mean
4,21,421,100,0,400,cv_normal,anodic,1001,1.4507309535,0.730473980226,8.58939280527,0.513850030858,-1.06917611063,full_curve_sum,mean
4,21,421,100,0,400,cv_normal,cathodic,1000,1.10075186952,0.517602952834,8.02350458765,0.55945092813,-2.39583167367,full_curve_sum,mean
4,21,421,100,0,400,cv_gc,anodic,1001,1.43091535624,0.845650273188,7.88238367298,0.366596346434,0.118767524947,full_curve_sum,mean
4,21,421,100,0,400,cv_gc,cathodic,1000,1.07825908549,0.539189828749,7.51983988867,0.362785131904,-0.212061135222,full_curve_sum,mean
4,22,422,100,100,400,cv_normal,anodic,1001,1.52407185691,0.836319446419,8.60593678329,0.495360072062,-0.96388834675,full_curve_sum,mean
4,22,422,100,100,400,cv_normal,cathodic,1000,1.10844137666,0.503493785014,8.07152930975,0.548685141114,-1.86539469217,full_curve_sum,mean
4,22,422,100,100,400,cv_gc,anodic,1001,1.42765832993,0.893599812127,7.65545226596,0.322824880408,0.319936324805,full_curve_sum,mean
4,22,422,100,100,400,cv_gc,cathodic,1000,1.04607002773,0.571757147283,7.28860785178,0.306571212292,0.195447735063,full_curve_sum,mean
4,23,423,100,200,400,cv_normal,anodic,1001,1.51501462811,0.859808699334,8.39080888401,0.426629484491,-0.481384324258,full_curve_sum,mean
4,23,423,100,200,400,cv_normal,cathodic,1000,1.09402497913,0.532683091556,7.86156458155,0.473832598473,-1.0191428716,full_curve_sum,mean
4,23,423,100,200,400,cv_gc,anodic,1001,1.4502368553,0.93081890772,7.51995322308,0.302915841854,0.39888067664,full_curve_sum,mean
4,23,423,100,200,400,cv_gc,cathodic,1000,1.03958584638,0.603906271417,7.14231773212,0.276604404918,0.364167901911,full_curve_sum,mean
4,24,424,100,400,400,cv_normal,anodic,1001,1.59674798957,1.00206372065,7.97145270833,0.346337985429,0.00158213840893,full_curve_sum,mean
4,24,424,100,400,400,cv_normal,cathodic,1000,1.08153504079,0.596970315369,7.40720321057,0.367570878994,-0.156283340228,full_curve_sum,mean
4,24,424,100,400,400,cv_gc,anodic,1001,1.55894048503,1.02950801326,7.32896292201,0.280192347083,0.481420948883,full_curve_sum,mean
4,24,424,100,400,400,cv_gc,cathodic,1000,1.07494893482,0.678195200289,6.94258576177,0.242893378258,0.524646458312,full_curve_sum,mean
