analyte,setup_id,method,n_components,requested_n_components,score_trend_degree,score_trend_degree_effective,smooth_window,smooth_polyorder,grid_points,scope,technique,sweep,electrode,n_concentrations,n_voltages,cumulative_explained_variance_ratio,avg_abs_pc_pearson,avg_abs_pc_spearman,avg_pc_trend_r2,pc_pearson_r,pc_spearman_r,pc_trend_r2,pc_explained_variance_ratio,rmse_uA,mae_uA,max_abs_residual_uA,normalized_rmse,r2,condition_codes,concentration_values_uM,per_condition_rmse_uA,per_condition_mae_uA,per_condition_r2
UA,1,pcr,1,1,1,1,0,0,0,electrode,cv_normal,anodic,E5,4,1001,0.914441972193,0.728847955432,0.8,0.531219342138,0.728847955432,0.8,0.531219342138,0.914441972193,0.321553461222,0.179917987722,1.43681377112,0.0648031965381,0.813426894222,101;201;301;401,0;100;200;400,0.284697662322;0.191770544713;0.483438526732;0.249088345405,0.175379534824;0.0686734322998;0.310485583392;0.165133400374,0.824352417303;0.789107339618;0.733404583556;0.868873358378
UA,1,pcr,1,1,1,1,0,0,0,electrode,cv_normal,anodic,E7,4,1001,0.866814910159,0.704350360346,0.8,0.49610943012,0.704350360346,0.8,0.49610943012,0.866814910159,0.343094619538,0.191215099577,1.73317049466,0.0649972757054,0.775005247346,101;201;301;401,0;100;200;400,0.313584773356;0.239349335689;0.496507367735;0.262130866237,0.183940593024;0.0821858724114;0.321597696791;0.17713623608,0.81433853122;0.583508465173;0.702647329199;0.821982342283
UA,1,pcr,1,1,1,1,0,0,0,electrode,cv_normal,cathodic,E1,4,1000,0.89953220969,0.654624325287,0.8,0.428533007257,0.654624325287,0.8,0.428533007257,0.89953220969,0.269894317039,0.157367645621,1.35846046284,0.0575664015526,0.726493944815,101;201;301;401,0;100;200;400,0.256430993617;0.144504886605;0.393276118724;0.223756893037,0.170228313635;0.0587768571993;0.255246707871;0.145218703777,0.763128918077;0.732862640252;0.629909851413;0.60444226209
UA,1,pcr,1,1,1,1,0,0,0,electrode,cv_normal,cathodic,E3,4,1000,0.853384157032,0.737072664198,0.8,0.543276112309,0.737072664198,0.8,0.543276112309,0.853384157032,0.280998199214,0.174690132874,1.7928354698,0.050476602636,0.760721216223,101;201;301;401,0;100;200;400,0.266309749122;0.215860589071;0.389027715532;0.216750344876,0.17248583186;0.0897674548347;0.274931141464;0.161576103336,0.814735333183;0.300032783019;0.709057891493;0.74032996357
UA,1,pcr,1,1,1,1,0,0,0,electrode,cv_normal,cathodic,E5,4,1000,0.919132579425,0.721410962172,0.8,0.520433776342,0.721410962172,0.8,0.520433776342,0.919132579425,0.247094385212,0.144559709679,1.40199866696,0.0468683039419,0.777675265428,101;201;301;401,0;100;200;400,0.243501291287;0.167054533629;0.346826110732;0.191661403687,0.158558463414;0.0652002291044;0.231473365567;0.123006780629,0.828586784121;0.642452684331;0.658736382547;0.778365693923
UA,1,pcr,1,1,1,1,0,0,0,electrode,cv_normal,cathodic,E7,4,1000,0.900498163156,0.732595658879,0.8,0.536696399409,0.732595658879,0.8,0.536696399409,0.900498163156,0.254023421009,0.150133156457,1.73151965493,0.0447886700417,0.754903773164,101;201;301;401,0;100;200;400,0.262207680296;0.210606122668;0.329800408478;0.190356186504,0.171595610327;0.0901939741872;0.216470736175;0.122272305141,0.825444399675;0.250856290507;0.653897711596;0.730281148192
UA,1,pcr,1,1,1,1,0,0,0,mean,cv_gc,anodic,mean,4,1001,0.999169913599,0.11403465546,0.8,0.0130039026458,0.11403465546,0.8,0.0130039026458,0.999169913599,10.9955775979,9.46444414649,19.7183322641,0.385476337058,0.0172930568579,101;201;301;401,0;100;200;400,5.18551424542;5.74891429687;18.9458026497;8.0453648281,5.14981096439;5.74207533594;18.928888293;8.03700199266,-60.591505172;-121.982261444;-176.733653186;-90.3807928812
UA,1,pcr,1,1,1,1,0,0,0,mean,cv_gc,cathodic,mean,4,1000,0.999651479843,0.108470515402,0.8,0.0117658527116,0.108470515402,0.8,0.0117658527116,0.999651479843,10.9490448587,9.43305579309,19.3212250831,0.391420349154,0.0138803627832,101;201;301;401,0;100;200;400,5.10953432461;5.7821839409;18.8704303805;7.99325955979,5.09565690481;5.77938826926;18.8661115862;7.99106641211,-75.9745656587;-262.465240011;-529.154494858;-213.535961445
UA,1,pcr,1,1,1,1,0,0,0,mean,cv_normal,anodic,mean,4,1001,0.88758387864,0.666019142562,0.8,0.443581498259,0.666019142562,0.8,0.443581498259,0.88758387864,0.37401525348,0.216139917861,1.65764566561,0.0752364124317,0.760914661644,101;201;301;401,0;100;200;400,0.324095022867;0.20676376632;0.568603039296;0.29740777417,0.195916789695;0.075351582581;0.38090126787;0.212390031298,0.771496809503;0.743602909362;0.673993259763;0.794376382141
UA,1,pcr,1,1,1,1,0,0,0,mean,cv_normal,cathodic,mean,4,1000,0.892542513882,0.715714522027,0.8,0.51224727704,0.715714522027,0.8,0.51224727704,0.892542513882,0.260998117131,0.152678240402,1.52853153721,0.0492472507441,0.758001157159,101;201;301;401,0;100;200;400,0.255858291937;0.184475749579;0.362614384042;0.203705938385,0.16736733927;0.076269901961;0.23265896306;0.134416757317,0.812103503074;0.514144044407;0.668656994623;0.724949281611
UA,2,pcr,1,1,2,2,0,0,0,electrode,cv_gc,anodic,E1,4,1001,0.940705199981,0.474459586225,0.8,0.862398712413,0.474459586225,0.8,0.862398712413,0.940705199981,0.275426141367,0.163363527576,1.1088367614,0.0610173334294,0.921471024742,101;201;301;401,0;100;200;400,0.225321506269;0.381044017321;0.287679324411;0.157208521959,0.129506633825;0.256954683252;0.192779973089;0.0742128201387,0.855485634875;0.552440112255;0.960194190052;0.951716565047
UA,2,pcr,1,1,2,2,0,0,0,electrode,cv_gc,anodic,E3,4,1001,0.999933319774,0.102484866348,0.8,0.5650454631,0.102484866348,0.8,0.5650454631,0.999933319774,28.5334817323,24.4658961588,43.9021123414,0.281271845515,0.565267015739,101;201;301;401,0;100;200;400,16.3303989185;43.5260133218;32.644226659;5.45866470722,16.3094540105;43.4965704765;32.6223383071;5.43522184104,-591.160178049;-7130.47579796;-78.4937733267;-33.1412654468
UA,2,pcr,1,1,2,2,0,0,0,electrode,cv_gc,anodic,E5,4,1001,0.940495989729,0.696140540721,0.8,0.880537020333,0.696140540721,0.8,0.880537020333,0.940495989729,0.259391624722,0.150816933893,1.11497315696,0.0511025876636,0.933205677494,101;201;301;401,0;100;200;400,0.205614366204;0.384352549037;0.268035377889;0.0853753275971,0.121048623572;0.254885328379;0.178551100271;0.0487826833511,0.906390650565;0.423651084087;0.961229090717;0.99200043348
