Trial:          57
Mean RMSE:      102.2898 µM
RMSE DA:        25.5905 µM
RMSE AA:        114.4425 µM
RMSE UA:        166.8363 µM
Selected tests: cv, cagc
N features:     4
Train conds:    [1, 2, 4, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 21, 22, 23, 24]
Test conds:     [3, 5, 11, 14, 20]
Epoch floor:    100000
Actual epochs:  602800 (extended)
Patience:       100 val-checks

Features:
  cagc_CE_1s
  cagc_CE_ss
  cagc_AF
  cagc_eta10

Predictions vs targets (test set):
Sample  DA_true     DA_pred     AA_true     AA_pred     UA_true     UA_pred     
--------------------------------------------------------------------------------
1       5.0         56.6        200.0       205.1       400.0       171.1       
2       5.0         30.9        200.0       203.3       400.0       147.9       
3       5.0         26.1        200.0       187.6       400.0       142.3       
4       10.0        14.4        0.0         129.3       200.0       124.8       
5       10.0        18.7        0.0         142.7       200.0       129.7       
6       10.0        16.6        0.0         142.9       200.0       129.5       
7       20.0        18.7        200.0       161.3       0.0         133.3       
8       20.0        41.1        200.0       223.8       0.0         156.9       
9       20.0        45.3        200.0       226.4       0.0         159.5       
10      50.0        60.8        100.0       225.4       400.0       221.3       
11      50.0        61.8        100.0       231.5       400.0       234.5       
12      50.0        60.7        100.0       224.1       400.0       218.7       
13      100.0       66.4        400.0       261.8       100.0       299.3       
14      100.0       60.0        400.0       219.6       100.0       209.0       
15      100.0       58.5        400.0       210.4       100.0       189.3       
